title	SECTITLE_END
Bidirectional	SEC_START
Long	SEC_CONTENT
Short	SEC_CONTENT
-	SEC_CONTENT
Term	SEC_CONTENT
Memory	SEC_CONTENT
Networks	SEC_CONTENT
for	SEC_CONTENT
Relation	task
Classification	SEC_END
abstract	SECTITLE_END
Relation	SEC_START
classification	task
is	SEC_CONTENT
an	SEC_CONTENT
important	SEC_CONTENT
semantic	SEC_CONTENT
processing	SEC_CONTENT
,	SEC_CONTENT
which	SEC_CONTENT
has	SEC_CONTENT
achieved	SEC_CONTENT
great	task
attention	task
in	SEC_CONTENT
recent	SEC_CONTENT
years	SEC_CONTENT
.	SEC_CONTENT
The	SEC_CONTENT
main	SEC_CONTENT
challenge	SEC_CONTENT
is	SEC_CONTENT
the	SEC_CONTENT
fact	SEC_CONTENT
that	SEC_CONTENT
important	SEC_CONTENT
information	SEC_CONTENT
can	SEC_CONTENT
appear	SEC_CONTENT
at	SEC_CONTENT
any	SEC_CONTENT
position	SEC_CONTENT
in	SEC_CONTENT
the	SEC_CONTENT
sentence	SEC_CONTENT
.	SEC_CONTENT
Therefore	SEC_CONTENT
,	SEC_CONTENT
we	SEC_CONTENT
propose	SEC_CONTENT
bidirec	SEC_CONTENT
-	SEC_CONTENT
tional	SEC_CONTENT
long	SEC_CONTENT
short	SEC_CONTENT
-	SEC_CONTENT
term	SEC_CONTENT
memory	SEC_CONTENT
networks	SEC_CONTENT
(	SEC_CONTENT
BLSTM	SEC_CONTENT
)	SEC_CONTENT
to	SEC_CONTENT
model	SEC_CONTENT
the	SEC_CONTENT
sentence	SEC_CONTENT
with	SEC_CONTENT
complete	SEC_CONTENT
,	SEC_CONTENT
sequential	SEC_CONTENT
information	SEC_CONTENT
about	SEC_CONTENT
all	SEC_CONTENT
words	SEC_CONTENT
.	SEC_CONTENT
At	SEC_CONTENT
the	SEC_CONTENT
same	SEC_CONTENT
time	SEC_CONTENT
,	SEC_CONTENT
we	SEC_CONTENT
also	SEC_CONTENT
use	SEC_CONTENT
features	SEC_CONTENT
derived	SEC_CONTENT
from	SEC_CONTENT
the	SEC_CONTENT
lexical	SEC_CONTENT
resources	SEC_CONTENT
such	SEC_CONTENT
as	SEC_CONTENT
WordNet	SEC_CONTENT
or	SEC_CONTENT
NLP	SEC_CONTENT
systems	SEC_CONTENT
such	SEC_CONTENT
as	SEC_CONTENT
dependency	SEC_CONTENT
parser	SEC_CONTENT
and	SEC_CONTENT
named	SEC_CONTENT
entity	SEC_CONTENT
rec	SEC_CONTENT
-	SEC_CONTENT
ognizers	SEC_CONTENT
(	SEC_CONTENT
NER	SEC_CONTENT
)	SEC_CONTENT
.	SEC_CONTENT
The	SEC_CONTENT
experimental	SEC_CONTENT
results	SEC_CONTENT
on	SEC_CONTENT
SemEval-2010	dataset
show	dataset
that	SEC_CONTENT
BLSTM	SEC_CONTENT
-	SEC_CONTENT
based	SEC_CONTENT
method	SEC_CONTENT
only	SEC_CONTENT
with	SEC_CONTENT
word	SEC_CONTENT
embeddings	SEC_CONTENT
as	SEC_CONTENT
input	SEC_CONTENT
features	SEC_CONTENT
is	SEC_CONTENT
sufficient	SEC_CONTENT
to	SEC_CONTENT
achieve	SEC_CONTENT
state	SEC_CONTENT
-	SEC_CONTENT
of	SEC_CONTENT
-	SEC_CONTENT
the	SEC_CONTENT
-	SEC_CONTENT
art	SEC_CONTENT
performance	SEC_CONTENT
,	SEC_CONTENT
and	SEC_CONTENT
importing	SEC_CONTENT
more	SEC_CONTENT
features	SEC_CONTENT
could	SEC_CONTENT
further	SEC_CONTENT
improve	SEC_CONTENT
the	SEC_CONTENT
performance	SEC_CONTENT
.	SEC_END
Introduction	SECTITLE_END
The	SEC_START
automatic	SEC_CONTENT
classification	SEC_CONTENT
of	SEC_CONTENT
semantic	task
relations	task
is	SEC_CONTENT
an	SEC_CONTENT
important	SEC_CONTENT
task	SEC_CONTENT
,	SEC_CONTENT
which	SEC_CONTENT
could	SEC_CONTENT
offer	SEC_CONTENT
useful	SEC_CONTENT
information	SEC_CONTENT
for	SEC_CONTENT
many	SEC_CONTENT
applications	SEC_CONTENT
,	SEC_CONTENT
such	SEC_CONTENT
as	SEC_CONTENT
question	SEC_CONTENT
answering	SEC_CONTENT
,	SEC_CONTENT
information	task
extraction	task
,	SEC_CONTENT
the	task
construction	task
and	SEC_CONTENT
completion	SEC_CONTENT
of	SEC_CONTENT
semantic	SEC_CONTENT
or	SEC_CONTENT
relational	SEC_CONTENT
knowledge	SEC_CONTENT
base	SEC_CONTENT
.	SEC_END
In	SEC_START
this	SEC_CONTENT
work	SEC_CONTENT
,	SEC_CONTENT
we	SEC_CONTENT
focus	SEC_CONTENT
on	SEC_CONTENT
the	SEC_CONTENT
classification	SEC_CONTENT
of	SEC_CONTENT
semantic	task
relations	task
between	SEC_CONTENT
pairs	SEC_CONTENT
of	SEC_CONTENT
nominals	SEC_CONTENT
(	SEC_CONTENT
.	SEC_CONTENT
Given	SEC_CONTENT
a	SEC_CONTENT
sentence	SEC_CONTENT
S	SEC_CONTENT
with	SEC_CONTENT
annotated	SEC_CONTENT
pairs	SEC_CONTENT
of	SEC_CONTENT
nominal	SEC_CONTENT
e1	SEC_CONTENT
and	SEC_CONTENT
e2	SEC_CONTENT
,	SEC_CONTENT
the	SEC_CONTENT
task	SEC_CONTENT
is	SEC_CONTENT
to	SEC_CONTENT
classify	SEC_CONTENT
which	SEC_CONTENT
of	SEC_CONTENT
the	SEC_CONTENT
following	SEC_CONTENT
nine	SEC_CONTENT
semantic	SEC_CONTENT
relations	SEC_CONTENT
holds	SEC_CONTENT
between	SEC_CONTENT
the	SEC_CONTENT
nominals	SEC_CONTENT
:	SEC_CONTENT
Cause	SEC_CONTENT
-	SEC_CONTENT
Effect	SEC_CONTENT
,	SEC_CONTENT
Instrument	SEC_CONTENT
-	SEC_CONTENT
Agency	SEC_CONTENT
,	SEC_CONTENT
Product	SEC_CONTENT
-	SEC_CONTENT
Producer	SEC_CONTENT
,	SEC_CONTENT
ContentContainer	SEC_CONTENT
,	SEC_CONTENT
Entity	SEC_CONTENT
-	SEC_CONTENT
Origin	SEC_CONTENT
,	SEC_CONTENT
Entity	SEC_CONTENT
-	SEC_CONTENT
Destination	SEC_CONTENT
,	SEC_CONTENT
Component	SEC_CONTENT
-	SEC_CONTENT
Whole	SEC_CONTENT
,	SEC_CONTENT
Member	SEC_CONTENT
-	SEC_CONTENT
Collection	SEC_CONTENT
,	SEC_CONTENT
Message	SEC_CONTENT
-	SEC_CONTENT
Topic	SEC_CONTENT
,	SEC_CONTENT
or	SEC_CONTENT
Other	SEC_CONTENT
if	SEC_CONTENT
it	SEC_CONTENT
does	SEC_CONTENT
not	SEC_CONTENT
belongs	SEC_CONTENT
to	SEC_CONTENT
any	SEC_CONTENT
of	SEC_CONTENT
the	SEC_CONTENT
nine	SEC_CONTENT
annotated	SEC_CONTENT
relations	SEC_CONTENT
.	SEC_END
For	SEC_START
example	SEC_CONTENT
,	SEC_CONTENT
News	SEC_CONTENT
and	SEC_CONTENT
commotion	SEC_CONTENT
are	SEC_CONTENT
connected	SEC_CONTENT
in	SEC_CONTENT
a	SEC_CONTENT
Cause	SEC_CONTENT
-	SEC_CONTENT
Effect	SEC_CONTENT
relation	SEC_CONTENT
in	SEC_CONTENT
the	SEC_CONTENT
sentence	SEC_CONTENT
"	SEC_CONTENT
The	SEC_CONTENT
news	SEC_CONTENT
brought	SEC_CONTENT
about	SEC_CONTENT
a	SEC_CONTENT
commotion	SEC_CONTENT
in	SEC_CONTENT
the	SEC_CONTENT
office	SEC_CONTENT
.	SEC_CONTENT
"	SEC_CONTENT
In	SEC_CONTENT
this	SEC_CONTENT
instance	SEC_CONTENT
,	SEC_CONTENT
the	task
relation	task
between	SEC_CONTENT
news	SEC_CONTENT
and	SEC_CONTENT
commotion	SEC_CONTENT
could	SEC_CONTENT
be	SEC_CONTENT
inferred	SEC_CONTENT
by	SEC_CONTENT
the	SEC_CONTENT
meaning	SEC_CONTENT
of	SEC_CONTENT
the	SEC_CONTENT
two	SEC_CONTENT
nominals	SEC_CONTENT
and	SEC_CONTENT
the	SEC_CONTENT
context	SEC_CONTENT
of	SEC_CONTENT
"	SEC_CONTENT
brought	SEC_CONTENT
about	SEC_CONTENT
"	SEC_CONTENT
around	SEC_CONTENT
them	SEC_CONTENT
.	SEC_CONTENT
Therefore	SEC_CONTENT
,	SEC_CONTENT
how	SEC_CONTENT
to	SEC_CONTENT
grasp	SEC_CONTENT
and	SEC_CONTENT
represent	SEC_CONTENT
the	SEC_CONTENT
lexical	SEC_CONTENT
and	SEC_CONTENT
context	SEC_CONTENT
information	SEC_CONTENT
are	SEC_CONTENT
the	SEC_CONTENT
key	SEC_CONTENT
research	SEC_CONTENT
points	SEC_CONTENT
for	SEC_CONTENT
semantic	task
relation	task
classification	task
.	SEC_END
Supervised	SEC_START
methods	SEC_CONTENT
with	SEC_CONTENT
carefully	SEC_CONTENT
handcrafted	SEC_CONTENT
features	SEC_CONTENT
from	SEC_CONTENT
lexical	SEC_CONTENT
and	SEC_CONTENT
semantic	SEC_CONTENT
resources	SEC_CONTENT
have	SEC_CONTENT
achieved	SEC_CONTENT
high	SEC_CONTENT
performance	SEC_CONTENT
.	SEC_CONTENT
However	SEC_CONTENT
,	SEC_CONTENT
the	SEC_CONTENT
selection	SEC_CONTENT
of	SEC_CONTENT
features	SEC_CONTENT
and	SEC_CONTENT
the	SEC_CONTENT
effective	SEC_CONTENT
integration	SEC_CONTENT
of	SEC_CONTENT
knowledge	SEC_CONTENT
sources	SEC_CONTENT
into	SEC_CONTENT
relation	task
classification	task
seem	SEC_CONTENT
to	SEC_CONTENT
be	SEC_CONTENT
difficult	SEC_CONTENT
.	SEC_END
Recently	SEC_START
,	SEC_CONTENT
deep	SEC_CONTENT
neural	SEC_CONTENT
networks	SEC_CONTENT
has	SEC_CONTENT
been	SEC_CONTENT
applied	SEC_CONTENT
with	SEC_CONTENT
the	SEC_CONTENT
aim	SEC_CONTENT
of	SEC_CONTENT
reducing	SEC_CONTENT
the	SEC_CONTENT
number	SEC_CONTENT
of	SEC_CONTENT
handcrafted	SEC_CONTENT
features	SEC_CONTENT
,	SEC_CONTENT
and	SEC_CONTENT
getting	SEC_CONTENT
effective	SEC_CONTENT
features	SEC_CONTENT
