title	SECTITLE_END
Sentence	SEC_START
Compression	SEC_CONTENT
by	SEC_CONTENT
Deletion	SEC_CONTENT
with	SEC_CONTENT
LSTMs	SEC_END
abstract	SECTITLE_END
We	SEC_START
present	SEC_CONTENT
an	SEC_CONTENT
LSTM	SEC_CONTENT
approach	SEC_CONTENT
to	SEC_CONTENT
deletion	SEC_CONTENT
-	SEC_CONTENT
based	SEC_CONTENT
sentence	SEC_CONTENT
compression	SEC_CONTENT
where	SEC_CONTENT
the	SEC_CONTENT
task	SEC_CONTENT
is	SEC_CONTENT
to	SEC_CONTENT
translate	SEC_CONTENT
a	SEC_CONTENT
sentence	SEC_CONTENT
into	SEC_CONTENT
a	SEC_CONTENT
sequence	SEC_CONTENT
of	SEC_CONTENT
zeros	SEC_CONTENT
and	SEC_CONTENT
ones	SEC_CONTENT
,	SEC_CONTENT
corresponding	SEC_CONTENT
to	SEC_CONTENT
token	SEC_CONTENT
deletion	SEC_CONTENT
decisions	SEC_CONTENT
.	SEC_CONTENT
We	SEC_CONTENT
demonstrate	SEC_CONTENT
that	SEC_CONTENT
even	SEC_CONTENT
the	SEC_CONTENT
most	SEC_CONTENT
basic	SEC_CONTENT
version	SEC_CONTENT
of	SEC_CONTENT
the	SEC_CONTENT
system	SEC_CONTENT
,	SEC_CONTENT
which	SEC_CONTENT
is	SEC_CONTENT
given	SEC_CONTENT
no	SEC_CONTENT
syntactic	SEC_CONTENT
information	SEC_CONTENT
(	SEC_CONTENT
no	SEC_CONTENT
PoS	SEC_CONTENT
or	SEC_CONTENT
NE	SEC_CONTENT
tags	SEC_CONTENT
,	SEC_CONTENT
or	SEC_CONTENT
dependencies	SEC_CONTENT
)	SEC_CONTENT
or	SEC_CONTENT
desired	SEC_CONTENT
compression	SEC_CONTENT
length	SEC_CONTENT
,	SEC_CONTENT
performs	SEC_CONTENT
surprisingly	SEC_CONTENT
well	SEC_CONTENT
:	SEC_CONTENT
around	SEC_CONTENT
30	SEC_CONTENT
%	SEC_CONTENT
of	SEC_CONTENT
the	SEC_CONTENT
compressions	SEC_CONTENT
from	SEC_CONTENT
a	SEC_CONTENT
large	SEC_CONTENT
test	SEC_CONTENT
set	SEC_CONTENT
could	SEC_CONTENT
be	SEC_CONTENT
regenerated	SEC_CONTENT
.	SEC_CONTENT
We	SEC_CONTENT
compare	SEC_CONTENT
the	SEC_CONTENT
LSTM	SEC_CONTENT
system	SEC_CONTENT
with	SEC_CONTENT
a	SEC_CONTENT
competitive	SEC_CONTENT
baseline	SEC_CONTENT
which	SEC_CONTENT
is	SEC_CONTENT
trained	SEC_CONTENT
on	SEC_CONTENT
the	SEC_CONTENT
same	SEC_CONTENT
amount	SEC_CONTENT
of	SEC_CONTENT
data	SEC_CONTENT
but	SEC_CONTENT
is	SEC_CONTENT
additionally	SEC_CONTENT
provided	SEC_CONTENT
with	SEC_CONTENT
all	SEC_CONTENT
kinds	SEC_CONTENT
of	SEC_CONTENT
linguistic	SEC_CONTENT
features	SEC_CONTENT
.	SEC_CONTENT
In	SEC_CONTENT
an	SEC_CONTENT
experiment	SEC_CONTENT
with	SEC_CONTENT
human	SEC_CONTENT
raters	SEC_CONTENT
the	SEC_CONTENT
LSTM	SEC_CONTENT
-	SEC_CONTENT
based	SEC_CONTENT
model	SEC_CONTENT
outperforms	SEC_CONTENT
the	SEC_CONTENT
baseline	SEC_CONTENT
achieving	SEC_CONTENT
4.5	SEC_CONTENT
in	SEC_CONTENT
readability	SEC_CONTENT
and	SEC_CONTENT
3.8	SEC_CONTENT
in	SEC_CONTENT
informativeness	SEC_CONTENT
.	SEC_END
Introduction	SECTITLE_END
Sentence	SEC_START
compression	SEC_CONTENT
is	SEC_CONTENT
a	SEC_CONTENT
standard	SEC_CONTENT
NLP	SEC_CONTENT
task	SEC_CONTENT
where	SEC_CONTENT
the	SEC_CONTENT
goal	SEC_CONTENT
is	SEC_CONTENT
to	SEC_CONTENT
generate	SEC_CONTENT
a	SEC_CONTENT
shorter	SEC_CONTENT
paraphrase	SEC_CONTENT
of	SEC_CONTENT
a	SEC_CONTENT
sentence	SEC_CONTENT
.	SEC_CONTENT
Dozens	SEC_CONTENT
of	SEC_CONTENT
systems	SEC_CONTENT
have	SEC_CONTENT
been	SEC_CONTENT
introduced	SEC_CONTENT
in	SEC_CONTENT
the	SEC_CONTENT
past	SEC_CONTENT
two	SEC_CONTENT
decades	SEC_CONTENT
and	SEC_CONTENT
most	SEC_CONTENT
of	SEC_CONTENT
them	SEC_CONTENT
are	SEC_CONTENT
deletion	SEC_CONTENT
-	SEC_CONTENT
based	SEC_CONTENT
:	SEC_CONTENT
generated	SEC_CONTENT
compressions	SEC_CONTENT
are	SEC_CONTENT
token	SEC_CONTENT
subsequences	SEC_CONTENT
of	SEC_CONTENT
