title	SECTITLE_END
Complex	SEC_START
Embeddings	SEC_CONTENT
for	SEC_CONTENT
Simple	task
Link	task
Prediction	SEC_END
abstract	SECTITLE_END
In	SEC_START
statistical	SEC_CONTENT
relational	SEC_CONTENT
learning	SEC_CONTENT
,	SEC_CONTENT
the	task
link	task
prediction	task
problem	task
is	SEC_CONTENT
key	SEC_CONTENT
to	SEC_CONTENT
automatically	SEC_CONTENT
understand	SEC_CONTENT
the	SEC_CONTENT
structure	SEC_CONTENT
of	SEC_CONTENT
large	SEC_CONTENT
knowledge	SEC_CONTENT
bases	SEC_CONTENT
.	SEC_CONTENT
As	SEC_CONTENT
in	SEC_CONTENT
previous	SEC_CONTENT
studies	SEC_CONTENT
,	SEC_CONTENT
we	SEC_CONTENT
propose	SEC_CONTENT
to	SEC_CONTENT
solve	SEC_CONTENT
this	SEC_CONTENT
problem	SEC_CONTENT
through	SEC_CONTENT
latent	SEC_CONTENT
factorization	SEC_CONTENT
.	SEC_CONTENT
However	SEC_CONTENT
,	SEC_CONTENT
here	SEC_CONTENT
we	SEC_CONTENT
make	SEC_CONTENT
use	SEC_CONTENT
of	SEC_CONTENT
complex	SEC_CONTENT
valued	SEC_CONTENT
embeddings	SEC_CONTENT
.	SEC_CONTENT
The	SEC_CONTENT
composition	SEC_CONTENT
of	SEC_CONTENT
complex	SEC_CONTENT
embeddings	SEC_CONTENT
can	SEC_CONTENT
handle	SEC_CONTENT
a	SEC_CONTENT
large	SEC_CONTENT
variety	SEC_CONTENT
of	SEC_CONTENT
binary	SEC_CONTENT
relations	SEC_CONTENT
,	SEC_CONTENT
among	SEC_CONTENT
them	SEC_CONTENT
symmetric	SEC_CONTENT
and	SEC_CONTENT
antisymmetric	SEC_CONTENT
relations	SEC_CONTENT
.	SEC_CONTENT
Compared	SEC_CONTENT
to	SEC_CONTENT
state	SEC_CONTENT
-	SEC_CONTENT
of	SEC_CONTENT
-	SEC_CONTENT
the	SEC_CONTENT
-	SEC_CONTENT
art	SEC_CONTENT
models	SEC_CONTENT
such	SEC_CONTENT
as	SEC_CONTENT
Neural	SEC_CONTENT
Tensor	SEC_CONTENT
Network	SEC_CONTENT
and	SEC_CONTENT
Holographic	SEC_CONTENT
Embeddings	SEC_CONTENT
,	SEC_CONTENT
our	SEC_CONTENT
approach	SEC_CONTENT
based	SEC_CONTENT
on	SEC_CONTENT
complex	SEC_CONTENT
embeddings	SEC_CONTENT
is	SEC_CONTENT
arguably	SEC_CONTENT
simpler	SEC_CONTENT
,	SEC_CONTENT
as	SEC_CONTENT
it	SEC_CONTENT
only	SEC_CONTENT
uses	SEC_CONTENT
the	SEC_CONTENT
Hermitian	SEC_CONTENT
dot	SEC_CONTENT
product	SEC_CONTENT
,	SEC_CONTENT
the	SEC_CONTENT
complex	SEC_CONTENT
counterpart	SEC_CONTENT
of	SEC_CONTENT
the	SEC_CONTENT
standard	SEC_CONTENT
dot	SEC_CONTENT
product	SEC_CONTENT
between	SEC_CONTENT
real	SEC_CONTENT
vectors	SEC_CONTENT
.	SEC_CONTENT
Our	SEC_CONTENT
approach	SEC_CONTENT
is	SEC_CONTENT
scalable	SEC_CONTENT
to	SEC_CONTENT
large	SEC_CONTENT
datasets	SEC_CONTENT
as	SEC_CONTENT
it	SEC_CONTENT
remains	SEC_CONTENT
linear	SEC_CONTENT
in	SEC_CONTENT
both	SEC_CONTENT
space	SEC_CONTENT
and	SEC_CONTENT
time	SEC_CONTENT
,	SEC_CONTENT
while	SEC_CONTENT
consistently	SEC_CONTENT
outperforming	SEC_CONTENT
alternative	SEC_CONTENT
approaches	SEC_CONTENT
on	SEC_CONTENT
standard	SEC_CONTENT
link	SEC_CONTENT
prediction	SEC_CONTENT
benchmarks	SEC_CONTENT
.	SEC_CONTENT
1	SEC_END
Introduction	SECTITLE_END
Web	SEC_START
-	SEC_CONTENT
scale	SEC_CONTENT
knowledge	SEC_CONTENT
bases	SEC_CONTENT
(	SEC_CONTENT
KBs	SEC_CONTENT
)	SEC_CONTENT
provide	SEC_CONTENT
a	SEC_CONTENT
structured	SEC_CONTENT
representation	SEC_CONTENT
of	SEC_CONTENT
world	SEC_CONTENT
knowledge	SEC_CONTENT
,	SEC_CONTENT
with	SEC_CONTENT
projects	SEC_CONTENT
such	SEC_CONTENT
as	SEC_CONTENT
DBPedia	SEC_CONTENT
(	SEC_CONTENT
,	SEC_CONTENT
or	SEC_CONTENT
the	SEC_CONTENT
Google	SEC_CONTENT
Knowledge	SEC_CONTENT
Vault	SEC_CONTENT
(	SEC_CONTENT
)	SEC_CONTENT
.	SEC_CONTENT
They	SEC_CONTENT
enable	SEC_CONTENT
a	SEC_CONTENT
wide	SEC_CONTENT
range	SEC_CONTENT
of	SEC_CONTENT
applications	task
such	SEC_CONTENT
as	SEC_CONTENT
recommender	SEC_CONTENT
systems	SEC_CONTENT
,	SEC_CONTENT
question	SEC_CONTENT
answering	SEC_CONTENT
or	SEC_CONTENT
automated	SEC_CONTENT
personal	SEC_CONTENT
agents	SEC_CONTENT
.	SEC_CONTENT
The	SEC_CONTENT
incompleteness	SEC_CONTENT
of	SEC_CONTENT
these	SEC_CONTENT
KBs	SEC_CONTENT
has	SEC_CONTENT
stimulated	SEC_CONTENT
research	SEC_CONTENT
into	SEC_CONTENT
predicting	SEC_CONTENT
missing	SEC_CONTENT
entries	SEC_CONTENT
,	SEC_CONTENT
a	SEC_CONTENT
task	SEC_CONTENT
known	SEC_CONTENT
as	SEC_CONTENT
link	SEC_CONTENT
prediction	SEC_CONTENT
that	SEC_CONTENT
is	SEC_CONTENT
one	SEC_CONTENT
of	SEC_CONTENT
the	SEC_CONTENT
main	SEC_CONTENT
problems	SEC_CONTENT
in	SEC_CONTENT
Statistical	SEC_CONTENT
Relational	SEC_CONTENT
Learning	SEC_CONTENT
)	SEC_CONTENT
.	SEC_END
KBs	SEC_START
express	SEC_CONTENT
data	SEC_CONTENT
as	SEC_CONTENT
a	SEC_CONTENT
directed	SEC_CONTENT
graph	SEC_CONTENT
with	SEC_CONTENT
labeled	SEC_CONTENT
edges	SEC_CONTENT
(	SEC_CONTENT
relations	task
)	SEC_CONTENT
between	SEC_CONTENT
nodes	SEC_CONTENT
(	SEC_CONTENT
entities	SEC_CONTENT
)	SEC_CONTENT
.	SEC_CONTENT
Natural	SEC_CONTENT
redundancies	SEC_CONTENT
among	SEC_CONTENT
the	SEC_CONTENT
recorded	SEC_CONTENT
relations	SEC_CONTENT
often	SEC_CONTENT
make	SEC_CONTENT
it	SEC_CONTENT
possible	SEC_CONTENT
to	SEC_CONTENT
fill	SEC_CONTENT
in	SEC_CONTENT
the	SEC_CONTENT
missing	SEC_CONTENT
entries	SEC_CONTENT
of	SEC_CONTENT
a	SEC_CONTENT
KB	SEC_CONTENT
.	SEC_CONTENT
As	SEC_CONTENT
an	SEC_CONTENT
example	SEC_CONTENT
,	SEC_CONTENT
the	SEC_CONTENT
relation	SEC_CONTENT
CountryOfBirth	SEC_CONTENT
is	SEC_CONTENT
not	SEC_CONTENT
recorded	SEC_CONTENT
for	SEC_CONTENT
all	SEC_CONTENT
entities	SEC_CONTENT
,	SEC_CONTENT
but	SEC_CONTENT
it	SEC_CONTENT
can	SEC_CONTENT
easily	SEC_CONTENT
be	SEC_CONTENT
inferred	SEC_CONTENT
if	SEC_CONTENT
the	SEC_CONTENT
relation	SEC_CONTENT
CityOfBirth	SEC_CONTENT
is	SEC_CONTENT
known	SEC_CONTENT
.	SEC_CONTENT
The	SEC_CONTENT
