title	SECTITLE_END
End	SEC_START
-	SEC_CONTENT
to	SEC_CONTENT
-	SEC_CONTENT
end	SEC_CONTENT
Sequence	SEC_CONTENT
Labeling	SEC_CONTENT
via	SEC_CONTENT
Bi	SEC_CONTENT
-	SEC_CONTENT
directional	SEC_CONTENT
LSTM	SEC_CONTENT
-	SEC_CONTENT
CNNs	SEC_CONTENT
-	SEC_CONTENT
CRF	SEC_END
abstract	SECTITLE_END
State	SEC_START
-	SEC_CONTENT
of	SEC_CONTENT
-	SEC_CONTENT
the	SEC_CONTENT
-	SEC_CONTENT
art	SEC_CONTENT
sequence	SEC_CONTENT
labeling	SEC_CONTENT
systems	SEC_CONTENT
traditionally	SEC_CONTENT
require	SEC_CONTENT
large	SEC_CONTENT
amounts	SEC_CONTENT
of	SEC_CONTENT
task	SEC_CONTENT
-	SEC_CONTENT
specific	SEC_CONTENT
knowledge	SEC_CONTENT
in	SEC_CONTENT
the	SEC_CONTENT
form	SEC_CONTENT
of	SEC_CONTENT
hand	SEC_CONTENT
-	SEC_CONTENT
crafted	SEC_CONTENT
features	SEC_CONTENT
and	SEC_CONTENT
data	SEC_CONTENT
pre	SEC_CONTENT
-	SEC_CONTENT
processing	SEC_CONTENT
.	SEC_CONTENT
In	SEC_CONTENT
this	SEC_CONTENT
paper	SEC_CONTENT
,	SEC_CONTENT
we	SEC_CONTENT
introduce	SEC_CONTENT
a	SEC_CONTENT
novel	SEC_CONTENT
neutral	SEC_CONTENT
network	SEC_CONTENT
architecture	SEC_CONTENT
that	SEC_CONTENT
benefits	SEC_CONTENT
from	SEC_CONTENT
both	SEC_CONTENT
word	SEC_CONTENT
-	SEC_CONTENT
and	SEC_CONTENT
character	SEC_CONTENT
-	SEC_CONTENT
level	SEC_CONTENT
representations	SEC_CONTENT
automatically	SEC_CONTENT
,	SEC_CONTENT
by	SEC_CONTENT
using	SEC_CONTENT
combination	SEC_CONTENT
of	SEC_CONTENT
bidirectional	SEC_CONTENT
LSTM	SEC_CONTENT
,	SEC_CONTENT
CNN	SEC_CONTENT
and	SEC_CONTENT
CRF	SEC_CONTENT
.	SEC_CONTENT
Our	SEC_CONTENT
system	SEC_CONTENT
is	SEC_CONTENT
truly	SEC_CONTENT
end	SEC_CONTENT
-	SEC_CONTENT
to	SEC_CONTENT
-	SEC_CONTENT
end	SEC_CONTENT
,	SEC_CONTENT
requiring	SEC_CONTENT
no	SEC_CONTENT
feature	SEC_CONTENT
engineering	SEC_CONTENT
or	SEC_CONTENT
data	SEC_CONTENT
pre	SEC_CONTENT
-	SEC_CONTENT
processing	SEC_CONTENT
,	SEC_CONTENT
thus	SEC_CONTENT
making	SEC_CONTENT
it	SEC_CONTENT
applicable	SEC_CONTENT
to	SEC_CONTENT
a	SEC_CONTENT
wide	SEC_CONTENT
range	SEC_CONTENT
of	SEC_CONTENT
sequence	SEC_CONTENT
labeling	SEC_CONTENT
tasks	SEC_CONTENT
.	SEC_CONTENT
We	SEC_CONTENT
evaluate	SEC_CONTENT
our	SEC_CONTENT
system	SEC_CONTENT
on	SEC_CONTENT
two	SEC_CONTENT
data	SEC_CONTENT
sets	SEC_CONTENT
for	SEC_CONTENT
two	SEC_CONTENT
sequence	SEC_CONTENT
labeling	SEC_CONTENT
tasks	SEC_CONTENT
-	SEC_CONTENT
Penn	dataset
Treebank	dataset
WSJ	dataset
corpus	dataset
for	SEC_CONTENT
part	SEC_CONTENT
-	SEC_CONTENT
of	SEC_CONTENT
-	SEC_CONTENT
speech	SEC_CONTENT
(	SEC_CONTENT
POS	SEC_CONTENT
)	SEC_CONTENT
tagging	SEC_CONTENT
and	SEC_CONTENT
CoNLL	dataset
2003	dataset
corpus	dataset
for	SEC_CONTENT
named	task
entity	task
recognition	task
(	SEC_CONTENT
NER	SEC_CONTENT
)	SEC_CONTENT
.	SEC_CONTENT
We	SEC_CONTENT
obtain	SEC_CONTENT
state	SEC_CONTENT
-	SEC_CONTENT
of	SEC_CONTENT
-	SEC_CONTENT
the	SEC_CONTENT
-	SEC_CONTENT
art	SEC_CONTENT
performance	SEC_CONTENT
on	SEC_CONTENT
both	SEC_CONTENT
datasets-97.55	SEC_CONTENT
%	SEC_CONTENT
accuracy	SEC_CONTENT
for	SEC_CONTENT
POS	task
tagging	task
and	SEC_CONTENT
91.21	SEC_CONTENT
%	SEC_CONTENT
F1	SEC_CONTENT
for	SEC_CONTENT
NER	SEC_CONTENT
.	SEC_END
Introduction	SECTITLE_END
Linguistic	SEC_START
sequence	SEC_CONTENT
labeling	SEC_CONTENT
,	SEC_CONTENT
such	SEC_CONTENT
as	SEC_CONTENT
part	SEC_CONTENT
-	SEC_CONTENT
ofspeech	task
(	SEC_CONTENT
POS	SEC_CONTENT
)	SEC_CONTENT
tagging	SEC_CONTENT
and	SEC_CONTENT
named	SEC_CONTENT
entity	task
recognition	task
(	SEC_CONTENT
NER	SEC_CONTENT
)	SEC_CONTENT
,	SEC_CONTENT
is	SEC_CONTENT
one	SEC_CONTENT
of	SEC_CONTENT
the	SEC_CONTENT
first	SEC_CONTENT
stages	SEC_CONTENT
in	SEC_CONTENT
deep	SEC_CONTENT
language	SEC_CONTENT
understanding	SEC_CONTENT
and	SEC_CONTENT
its	SEC_CONTENT
importance	SEC_CONTENT
has	SEC_CONTENT
been	SEC_CONTENT
well	SEC_CONTENT
recognized	SEC_CONTENT
in	SEC_CONTENT
the	SEC_CONTENT
natural	SEC_CONTENT
language	SEC_CONTENT
processing	SEC_CONTENT
community	SEC_CONTENT
.	SEC_CONTENT
Natural	SEC_CONTENT
language	SEC_CONTENT
processing	SEC_CONTENT
(	SEC_CONTENT
NLP	SEC_CONTENT
)	SEC_CONTENT
systems	SEC_CONTENT
,	SEC_CONTENT
like	SEC_CONTENT
syntactic	SEC_CONTENT
parsing	SEC_CONTENT
(	SEC_CONTENT
and	SEC_CONTENT
entity	task
coreference	task
resolution	task
,	SEC_CONTENT
are	SEC_CONTENT
becoming	SEC_CONTENT
more	SEC_CONTENT
sophisticated	SEC_CONTENT
,	SEC_CONTENT
in	SEC_CONTENT
part	SEC_CONTENT
because	SEC_CONTENT
